row_index,school_name,n_category,n_grade
14985,Western Washington University ,Campus Food,B-
14986,Western Washington University ,Student Life,A-
14987,Western Washington University ,Safety,B
14988,Westfield State University,Academics,B-
14989,Westfield State University,Value,B+
14990,Westfield State University,Diversity,A-
14991,Westfield State University,Campus,C+
14992,Westfield State University,Athletics,B-
14993,Westfield State University,Party Scene,B-
14994,Westfield State University,Professors,B-
14995,Westfield State University,Location,C+
14996,Westfield State University,Dorms,B-
14997,Westfield State University,Campus Food,B-
14998,Westfield State University,Student Life,B-
14999,Westfield State University,Safety,B+
15000,West Liberty University,Academics,B
15001,West Liberty University,Value,B-
15002,West Liberty University,Diversity,A-
15003,West Liberty University,Campus,C+
15004,West Liberty University,Athletics,B-
15005,West Liberty University,Party Scene,B
15006,West Liberty University,Professors,B
15007,West Liberty University,Location,C+
15008,West Liberty University,Dorms,B
15009,West Liberty University,Campus Food,B
15010,West Liberty University,Student Life,B-
15011,West Liberty University,Safety,A-
15012,Westminster College,Academics,B
15013,Westminster College,Value,A-
15014,Westminster College,Diversity,A
15015,Westminster College,Campus,B+
15016,Westminster College,Athletics,B
15017,Westminster College,Party Scene,B+
15018,Westminster College,Professors,B+
15019,Westminster College,Location,A-
15020,Westminster College,Dorms,B
15021,Westminster College,Campus Food,B-
15022,Westminster College,Student Life,B+
15023,Westminster College,Safety,C+
15024,Westmont College,Academics,B+
15025,Westmont College,Value,A
15026,Westmont College,Diversity,A-
15027,Westmont College,Campus,B-
15028,Westmont College,Athletics,B-
15029,Westmont College,Party Scene,C-
15030,Westmont College,Professors,B+
15031,Westmont College,Location,B
15032,Westmont College,Dorms,B-
15033,Westmont College,Campus Food,C+
15034,Westmont College,Student Life,C+
15035,Westmont College,Safety,B+
15036,West Texas A&M University,Academics,B
15037,West Texas A&M University,Value,B+
15038,West Texas A&M University,Diversity,A-
15039,West Texas A&M University,Campus,B+
15040,West Texas A&M University,Athletics,B+
15041,West Texas A&M University,Party Scene,B-
15042,West Texas A&M University,Professors,B
15043,West Texas A&M University,Location,B-
15044,West Texas A&M University,Dorms,B-
15045,West Texas A&M University,Campus Food,B-
15046,West Texas A&M University,Student Life,B
15047,West Texas A&M University,Safety,B
15048,West Virginia State University,Academics,C
15049,West Virginia State University,Value,NG
15050,West Virginia State University,Diversity,C+
15051,West Virginia State University,Campus,NG
15052,West Virginia State University,Athletics,NG
15053,West Virginia State University,Party Scene,NG
15054,West Virginia State University,Professors,C-
15055,West Virginia State University,Location,A
15056,West Virginia State University,Dorms,NG
15057,West Virginia State University,Campus Food,NG
15058,West Virginia State University,Student Life,NG
15059,West Virginia State University,Safety,A+
15060,West Virginia University,Academics,B+
15061,West Virginia University,Value,A-
15062,West Virginia University,Diversity,A-
15063,West Virginia University,Campus,A-
15064,West Virginia University,Athletics,A+
15065,West Virginia University,Party Scene,A+
15066,West Virginia University,Professors,A-
15067,West Virginia University,Location,A-
15068,West Virginia University,Dorms,B-
15069,West Virginia University,Campus Food,B+
15070,West Virginia University,Student Life,A+
15071,West Virginia University,Safety,C+
15072,West Virginia University Institute of Technology,Academics,B-
15073,West Virginia University Institute of Technology,Value,B+
15074,West Virginia University Institute of Technology,Diversity,A-
15075,West Virginia University Institute of Technology,Campus,C
15076,West Virginia University Institute of Technology,Athletics,C+
15077,West Virginia University Institute of Technology,Party Scene,C
15078,West Virginia University Institute of Technology,Professors,B+
15079,West Virginia University Institute of Technology,Location,C+
15080,West Virginia University Institute of Technology,Dorms,C
15081,West Virginia University Institute of Technology,Campus Food,C+
15082,West Virginia University Institute of Technology,Student Life,C
15083,West Virginia University Institute of Technology,Safety,B
15084,West Virginia University at Parkersburg,Academics,C-
15085,West Virginia University at Parkersburg,Value,C+
15086,West Virginia University at Parkersburg,Diversity,C+
15087,West Virginia University at Parkersburg,Campus,B-
15088,West Virginia University at Parkersburg,Athletics,NG
15089,West Virginia University at Parkersburg,Party Scene,NG
15090,West Virginia University at Parkersburg,Professors,C+
15091,West Virginia University at Parkersburg,Location,B
15092,West Virginia University at Parkersburg,Dorms,NG
15093,West Virginia University at Parkersburg,Campus Food,NG
15094,West Virginia University at Parkersburg,Student Life,B+
15095,West Virginia University at Parkersburg,Safety,A
15096,West Los Angeles College,Academics,C-
15097,West Los Angeles College,Value,C
15098,West Los Angeles College,Diversity,A-
15099,West Los Angeles College,Campus,A
15100,West Los Angeles College,Athletics,C
15101,West Los Angeles College,Party Scene,B
15102,West Los Angeles College,Professors,C
15103,West Los Angeles College,Location,A
15104,West Los Angeles College,Dorms,NG
15105,West Los Angeles College,Campus Food,NG
15106,West Los Angeles College,Student Life,B+
15107,West Los Angeles College,Safety,A+
15108,West Virginia Wesleyan College,Academics,B-
15109,West Virginia Wesleyan College,Value,B
15110,West Virginia Wesleyan College,Diversity,A-
15111,West Virginia Wesleyan College,Campus,B-
15112,West Virginia Wesleyan College,Athletics,B
15113,West Virginia Wesleyan College,Party Scene,B
15114,West Virginia Wesleyan College,Professors,B-
15115,West Virginia Wesleyan College,Location,B-
15116,West Virginia Wesleyan College,Dorms,C+
15117,West Virginia Wesleyan College,Campus Food,C
15118,West Virginia Wesleyan College,Student Life,B+
15119,West Virginia Wesleyan College,Safety,B
15120,Wheeling Jesuit University ,Academics,B+
15121,Wheeling Jesuit University ,Value,B+
15122,Wheeling Jesuit University ,Diversity,A-
15123,Wheeling Jesuit University ,Campus,C-
15124,Wheeling Jesuit University ,Athletics,B
15125,Wheeling Jesuit University ,Party Scene,B
15126,Wheeling Jesuit University ,Professors,B+
15127,Wheeling Jesuit University ,Location,C+
15128,Wheeling Jesuit University ,Dorms,C
15129,Wheeling Jesuit University ,Campus Food,C
15130,Wheeling Jesuit University ,Student Life,C+
15131,Wheeling Jesuit University ,Safety,B
15132,Whitman College,Academics,A
15133,Whitman College,Value,A
15134,Whitman College,Diversity,A-
15135,Whitman College,Campus,A
15136,Whitman College,Athletics,B
15137,Whitman College,Party Scene,B
15138,Whitman College,Professors,A
15139,Whitman College,Location,B-
15140,Whitman College,Dorms,A
15141,Whitman College,Campus Food,A
15142,Whitman College,Student Life,A
15143,Whitman College,Safety,B-
15144,Whittier College,Academics,B+
15145,Whittier College,Value,B+
15146,Whittier College,Diversity,A
15147,Whittier College,Campus,C+
15148,Whittier College,Athletics,B-
15149,Whittier College,Party Scene,B-
15150,Whittier College,Professors,A-
15151,Whittier College,Location,B
15152,Whittier College,Dorms,C-
15153,Whittier College,Campus Food,B-
15154,Whittier College,Student Life,B-
15155,Whittier College,Safety,B-
15156,Wichita State University,Academics,B
15157,Wichita State University,Value,B
15158,Wichita State University,Diversity,B
15159,Wichita State University,Campus,B
15160,Wichita State University,Athletics,A-
15161,Wichita State University,Party Scene,B-
15162,Wichita State University,Professors,B
15163,Wichita State University,Location,B-
15164,Wichita State University,Dorms,B
15165,Wichita State University,Campus Food,B+
15166,Wichita State University,Student Life,B-
15167,Wichita State University,Safety,B-
15168,Xavier University of Louisiana,Academics,B+
15169,Xavier University of Louisiana,Value,A-
15170,Xavier University of Louisiana,Diversity,B+
15171,Xavier University of Louisiana,Campus,D+
15172,Xavier University of Louisiana,Athletics,C+
15173,Xavier University of Louisiana,Party Scene,A-
15174,Xavier University of Louisiana,Professors,A+
15175,Xavier University of Louisiana,Location,B+
15176,Xavier University of Louisiana,Dorms,D
15177,Xavier University of Louisiana,Campus Food,C-
15178,Xavier University of Louisiana,Student Life,C+
15179,Xavier University of Louisiana,Safety,B+
15180,Yale University,Academics,A+
15181,Yale University,Value,A+
15182,Yale University,Diversity,A+
15183,Yale University,Campus,A+
15184,Yale University,Athletics,A-
15185,Yale University,Party Scene,A
15186,Yale University,Professors,A+
15187,Yale University,Location,B+
15188,Yale University,Dorms,A+
15189,Yale University,Campus Food,A
15190,Yale University,Student Life,A+
15191,Yale University,Safety,C
15192,York College,Academics,B-
15193,York College,Value,B-
15194,York College,Diversity,B+
15195,York College,Campus,C
15196,York College,Athletics,B-
15197,York College,Party Scene,B-
15198,York College,Professors,B-
15199,York College,Location,B
15200,York College,Dorms,C
15201,York College,Campus Food,C+
15202,York College,Student Life,C+
15203,York College,Safety,A-
15204,York College of Pennsylvania,Academics,B-
15205,York College of Pennsylvania,Value,A-
15206,York College of Pennsylvania,Diversity,B
15207,York College of Pennsylvania,Campus,C+
15208,York College of Pennsylvania,Athletics,B-
15209,York College of Pennsylvania,Party Scene,B
15210,York College of Pennsylvania,Professors,C+
15211,York College of Pennsylvania,Location,C
15212,York College of Pennsylvania,Dorms,B-
15213,York College of Pennsylvania,Campus Food,C+
15214,York College of Pennsylvania,Student Life,B-
15215,York College of Pennsylvania,Safety,C
15216,Young Harris College,Academics,B
15217,Young Harris College,Value,B
15218,Young Harris College,Diversity,A-
15219,Young Harris College,Campus,A-
15220,Young Harris College,Athletics,A-
15221,Young Harris College,Party Scene,C+
15222,Young Harris College,Professors,B
15223,Young Harris College,Location,C
15224,Young Harris College,Dorms,A
15225,Young Harris College,Campus Food,C+
15226,Young Harris College,Student Life,A-
15227,Young Harris College,Safety,A+
15228,William Peace University,Academics,C+
15229,William Peace University,Value,B-
15230,William Peace University,Diversity,B+
15231,William Peace University,Campus,B-
15232,William Peace University,Athletics,C+
15233,William Peace University,Party Scene,B-
15234,William Peace University,Professors,C+
15235,William Peace University,Location,A-
15236,William Peace University,Dorms,B
15237,William Peace University,Campus Food,C
15238,William Peace University,Student Life,B-
15239,William Peace University,Safety,A
15240,Youngstown State University,Academics,B
15241,Youngstown State University,Value,B
15242,Youngstown State University,Diversity,A-
15243,Youngstown State University,Campus,C
15244,Youngstown State University,Athletics,B+
15245,Youngstown State University,Party Scene,B
15246,Youngstown State University,Professors,B
15247,Youngstown State University,Location,B-
15248,Youngstown State University,Dorms,C
15249,Youngstown State University,Campus Food,B
15250,Youngstown State University,Student Life,C+
15251,Youngstown State University,Safety,B-
15252,William Penn University,Academics,C+
15253,William Penn University,Value,B-
15254,William Penn University,Diversity,A
15255,William Penn University,Campus,C-
15256,William Penn University,Athletics,B
15257,William Penn University,Party Scene,B-
15258,William Penn University,Professors,C
15259,William Penn University,Location,C+
15260,William Penn University,Dorms,B-
15261,William Penn University,Campus Food,C
15262,William Penn University,Student Life,C
15263,William Penn University,Safety,C
15264,Williams College,Academics,A+
15265,Williams College,Value,A+
15266,Williams College,Diversity,A
15267,Williams College,Campus,B+
15268,Williams College,Athletics,A-
15269,Williams College,Party Scene,C+
15270,Williams College,Professors,A+
15271,Williams College,Location,C-
15272,Williams College,Dorms,A-
15273,Williams College,Campus Food,B+
15274,Williams College,Student Life,A-
