row_index,school_name,n_category,n_grade
10260,Saint Michael's College,Academics,B+
10261,Saint Michael's College,Value,A
10262,Saint Michael's College,Diversity,B
10263,Saint Michael's College,Campus,B
10264,Saint Michael's College,Athletics,B-
10265,Saint Michael's College,Party Scene,B+
10266,Saint Michael's College,Professors,A-
10267,Saint Michael's College,Location,A-
10268,Saint Michael's College,Dorms,B
10269,Saint Michael's College,Campus Food,C
10270,Saint Michael's College,Student Life,B+
10271,Saint Michael's College,Safety,B-
10272,Saint Peter's University,Academics,C+
10273,Saint Peter's University,Value,A-
10274,Saint Peter's University,Diversity,A
10275,Saint Peter's University,Campus,D+
10276,Saint Peter's University,Athletics,B
10277,Saint Peter's University,Party Scene,B
10278,Saint Peter's University,Professors,C+
10279,Saint Peter's University,Location,B
10280,Saint Peter's University,Dorms,D
10281,Saint Peter's University,Campus Food,C+
10282,Saint Peter's University,Student Life,C+
10283,Saint Peter's University,Safety,B+
10284,Saint Xavier University ,Academics,B-
10285,Saint Xavier University ,Value,A-
10286,Saint Xavier University ,Diversity,B+
10287,Saint Xavier University ,Campus,B
10288,Saint Xavier University ,Athletics,B
10289,Saint Xavier University ,Party Scene,B-
10290,Saint Xavier University ,Professors,B-
10291,Saint Xavier University ,Location,A-
10292,Saint Xavier University ,Dorms,B
10293,Saint Xavier University ,Campus Food,B+
10294,Saint Xavier University ,Student Life,B-
10295,Saint Xavier University ,Safety,A-
10296,Salem State University,Academics,C+
10297,Salem State University,Value,B
10298,Salem State University,Diversity,A-
10299,Salem State University,Campus,C-
10300,Salem State University,Athletics,C
10301,Salem State University,Party Scene,B-
10302,Salem State University,Professors,C+
10303,Salem State University,Location,B+
10304,Salem State University,Dorms,C+
10305,Salem State University,Campus Food,C-
10306,Salem State University,Student Life,C+
10307,Salem State University,Safety,B-
10308,Salisbury University,Academics,B+
10309,Salisbury University,Value,A-
10310,Salisbury University,Diversity,A-
10311,Salisbury University,Campus,B+
10312,Salisbury University,Athletics,B-
10313,Salisbury University,Party Scene,A-
10314,Salisbury University,Professors,B+
10315,Salisbury University,Location,C
10316,Salisbury University,Dorms,B+
10317,Salisbury University,Campus Food,A
10318,Salisbury University,Student Life,B+
10319,Salisbury University,Safety,B-
10320,Saint Mary-of-the-Woods College,Academics,B-
10321,Saint Mary-of-the-Woods College,Value,B
10322,Saint Mary-of-the-Woods College,Diversity,B+
10323,Saint Mary-of-the-Woods College,Campus,B+
10324,Saint Mary-of-the-Woods College,Athletics,C-
10325,Saint Mary-of-the-Woods College,Party Scene,C+
10326,Saint Mary-of-the-Woods College,Professors,B-
10327,Saint Mary-of-the-Woods College,Location,B-
10328,Saint Mary-of-the-Woods College,Dorms,A
10329,Saint Mary-of-the-Woods College,Campus Food,A-
10330,Saint Mary-of-the-Woods College,Student Life,B
10331,Saint Mary-of-the-Woods College,Safety,A-
10332,Samford University,Academics,B+
10333,Samford University,Value,A
10334,Samford University,Diversity,B+
10335,Samford University,Campus,A-
10336,Samford University,Athletics,B+
10337,Samford University,Party Scene,C+
10338,Samford University,Professors,A-
10339,Samford University,Location,B+
10340,Samford University,Dorms,B+
10341,Samford University,Campus Food,C+
10342,Samford University,Student Life,A-
10343,Samford University,Safety,A-
10344,Sam Houston State University,Academics,B
10345,Sam Houston State University,Value,B+
10346,Sam Houston State University,Diversity,A-
10347,Sam Houston State University,Campus,B+
10348,Sam Houston State University,Athletics,A-
10349,Sam Houston State University,Party Scene,A-
10350,Sam Houston State University,Professors,B+
10351,Sam Houston State University,Location,C+
10352,Sam Houston State University,Dorms,B-
10353,Sam Houston State University,Campus Food,B
10354,Sam Houston State University,Student Life,A-
10355,Sam Houston State University,Safety,B
10356,San Diego Mesa College,Academics,C-
10357,San Diego Mesa College,Value,C
10358,San Diego Mesa College,Diversity,A-
10359,San Diego Mesa College,Campus,A
10360,San Diego Mesa College,Athletics,C+
10361,San Diego Mesa College,Party Scene,B-
10362,San Diego Mesa College,Professors,C+
10363,San Diego Mesa College,Location,A
10364,San Diego Mesa College,Dorms,NG
10365,San Diego Mesa College,Campus Food,NG
10366,San Diego Mesa College,Student Life,B+
10367,San Diego Mesa College,Safety,B+
10368,Salem College,Academics,B
10369,Salem College,Value,B+
10370,Salem College,Diversity,B
10371,Salem College,Campus,C
10372,Salem College,Athletics,C
10373,Salem College,Party Scene,C
10374,Salem College,Professors,B-
10375,Salem College,Location,B
10376,Salem College,Dorms,C
10377,Salem College,Campus Food,C-
10378,Salem College,Student Life,C+
10379,Salem College,Safety,B-
10380,San Diego State University,Academics,B+
10381,San Diego State University,Value,A-
10382,San Diego State University,Diversity,A+
10383,San Diego State University,Campus,A-
10384,San Diego State University,Athletics,A
10385,San Diego State University,Party Scene,A+
10386,San Diego State University,Professors,B-
10387,San Diego State University,Location,A-
10388,San Diego State University,Dorms,C+
10389,San Diego State University,Campus Food,A-
10390,San Diego State University,Student Life,A+
10391,San Diego State University,Safety,C
10392,San Francisco Conservatory of Music,Academics,B+
10393,San Francisco Conservatory of Music,Value,B+
10394,San Francisco Conservatory of Music,Diversity,A
10395,San Francisco Conservatory of Music,Campus,NG
10396,San Francisco Conservatory of Music,Athletics,NG
10397,San Francisco Conservatory of Music,Party Scene,NG
10398,San Francisco Conservatory of Music,Professors,B-
10399,San Francisco Conservatory of Music,Location,A+
10400,San Francisco Conservatory of Music,Dorms,B+
10401,San Francisco Conservatory of Music,Campus Food,NG
10402,San Francisco Conservatory of Music,Student Life,A+
10403,San Francisco Conservatory of Music,Safety,A
10404,San Francisco State University,Academics,B-
10405,San Francisco State University,Value,B+
10406,San Francisco State University,Diversity,A
10407,San Francisco State University,Campus,B-
10408,San Francisco State University,Athletics,B-
10409,San Francisco State University,Party Scene,A-
10410,San Francisco State University,Professors,B-
10411,San Francisco State University,Location,A+
10412,San Francisco State University,Dorms,D+
10413,San Francisco State University,Campus Food,B+
10414,San Francisco State University,Student Life,B
10415,San Francisco State University,Safety,C+
10416,San Joaquin Valley College,Academics,C+
10417,San Joaquin Valley College,Value,C
10418,San Joaquin Valley College,Diversity,B+
10419,San Joaquin Valley College,Campus,B+
10420,San Joaquin Valley College,Athletics,NG
10421,San Joaquin Valley College,Party Scene,NG
10422,San Joaquin Valley College,Professors,B-
10423,San Joaquin Valley College,Location,C+
10424,San Joaquin Valley College,Dorms,NG
10425,San Joaquin Valley College,Campus Food,NG
10426,San Joaquin Valley College,Student Life,A
10427,San Joaquin Valley College,Safety,A
10428,San Jose State University ,Academics,B-
10429,San Jose State University ,Value,A
10430,San Jose State University ,Diversity,A
10431,San Jose State University ,Campus,C+
10432,San Jose State University ,Athletics,A-
10433,San Jose State University ,Party Scene,A
10434,San Jose State University ,Professors,C
10435,San Jose State University ,Location,B
10436,San Jose State University ,Dorms,C+
10437,San Jose State University ,Campus Food,B-
10438,San Jose State University ,Student Life,B
10439,San Jose State University ,Safety,C+
10440,San Diego Christian College,Academics,B-
10441,San Diego Christian College,Value,C+
10442,San Diego Christian College,Diversity,A
10443,San Diego Christian College,Campus,C
10444,San Diego Christian College,Athletics,B-
10445,San Diego Christian College,Party Scene,C+
10446,San Diego Christian College,Professors,C
10447,San Diego Christian College,Location,B-
10448,San Diego Christian College,Dorms,B-
10449,San Diego Christian College,Campus Food,C+
10450,San Diego Christian College,Student Life,B-
10451,San Diego Christian College,Safety,A
10452,Rutgers University - Camden,Academics,B+
10453,Rutgers University - Camden,Value,A
10454,Rutgers University - Camden,Diversity,A
10455,Rutgers University - Camden,Campus,C
10456,Rutgers University - Camden,Athletics,C+
10457,Rutgers University - Camden,Party Scene,B-
10458,Rutgers University - Camden,Professors,A-
10459,Rutgers University - Camden,Location,C
10460,Rutgers University - Camden,Dorms,C+
10461,Rutgers University - Camden,Campus Food,B-
10462,Rutgers University - Camden,Student Life,B-
10463,Rutgers University - Camden,Safety,A
10464,Rutgers University - Newark,Academics,B+
10465,Rutgers University - Newark,Value,A
10466,Rutgers University - Newark,Diversity,A+
10467,Rutgers University - Newark,Campus,B
10468,Rutgers University - Newark,Athletics,B-
10469,Rutgers University - Newark,Party Scene,A-
10470,Rutgers University - Newark,Professors,A
10471,Rutgers University - Newark,Location,B-
10472,Rutgers University - Newark,Dorms,B-
10473,Rutgers University - Newark,Campus Food,B-
10474,Rutgers University - Newark,Student Life,B+
10475,Rutgers University - Newark,Safety,B
10476,Rutgers University - New Brunswick,Academics,A
10477,Rutgers University - New Brunswick,Value,A
10478,Rutgers University - New Brunswick,Diversity,A+
10479,Rutgers University - New Brunswick,Campus,B
10480,Rutgers University - New Brunswick,Athletics,A
10481,Rutgers University - New Brunswick,Party Scene,A+
10482,Rutgers University - New Brunswick,Professors,A-
10483,Rutgers University - New Brunswick,Location,B+
10484,Rutgers University - New Brunswick,Dorms,C
10485,Rutgers University - New Brunswick,Campus Food,A-
10486,Rutgers University - New Brunswick,Student Life,A+
10487,Rutgers University - New Brunswick,Safety,C+
10488,Rust College,Academics,C
10489,Rust College,Value,C
10490,Rust College,Diversity,C+
10491,Rust College,Campus,C-
10492,Rust College,Athletics,C+
10493,Rust College,Party Scene,B+
10494,Rust College,Professors,C+
10495,Rust College,Location,C-
10496,Rust College,Dorms,C-
10497,Rust College,Campus Food,C+
10498,Rust College,Student Life,C
10499,Rust College,Safety,B-
10500,Sacred Heart University,Academics,B-
10501,Sacred Heart University,Value,B+
10502,Sacred Heart University,Diversity,B+
10503,Sacred Heart University,Campus,B+
10504,Sacred Heart University,Athletics,B-
10505,Sacred Heart University,Party Scene,B
10506,Sacred Heart University,Professors,C
10507,Sacred Heart University,Location,B-
10508,Sacred Heart University,Dorms,B+
10509,Sacred Heart University,Campus Food,B+
10510,Sacred Heart University,Student Life,B
10511,Sacred Heart University,Safety,A-
10512,Saginaw Valley State University,Academics,B-
10513,Saginaw Valley State University,Value,B
10514,Saginaw Valley State University,Diversity,A-
10515,Saginaw Valley State University,Campus,A
10516,Saginaw Valley State University,Athletics,B+
10517,Saginaw Valley State University,Party Scene,B+
10518,Saginaw Valley State University,Professors,B
10519,Saginaw Valley State University,Location,B-
10520,Saginaw Valley State University,Dorms,A+
10521,Saginaw Valley State University,Campus Food,A-
10522,Saginaw Valley State University,Student Life,A-
10523,Saginaw Valley State University,Safety,B
10524,Saint Anselm College ,Academics,B-
10525,Saint Anselm College ,Value,A
10526,Saint Anselm College ,Diversity,B
10527,Saint Anselm College ,Campus,B
10528,Saint Anselm College ,Athletics,B
10529,Saint Anselm College ,Party Scene,B-
10530,Saint Anselm College ,Professors,B-
10531,Saint Anselm College ,Location,C
10532,Saint Anselm College ,Dorms,B-
10533,Saint Anselm College ,Campus Food,A
10534,Saint Anselm College ,Student Life,B
10535,Saint Anselm College ,Safety,B-
10536,Scripps College,Academics,A+
10537,Scripps College,Value,A-
10538,Scripps College,Diversity,A
10539,Scripps College,Campus,A
10540,Scripps College,Athletics,NG
10541,Scripps College,Party Scene,B
10542,Scripps College,Professors,A+
10543,Scripps College,Location,B+
10544,Scripps College,Dorms,A
10545,Scripps College,Campus Food,A
10546,Scripps College,Student Life,A
10547,Scripps College,Safety,B
10548,Seattle Pacific University,Academics,B+
10549,Seattle Pacific University,Value,A-
10550,Seattle Pacific University,Diversity,A
10551,Seattle Pacific University,Campus,B+
10552,Seattle Pacific University,Athletics,B
10553,Seattle Pacific University,Party Scene,B-
10554,Seattle Pacific University,Professors,B+
10555,Seattle Pacific University,Location,A+
10556,Seattle Pacific University,Dorms,A-
10557,Seattle Pacific University,Campus Food,B
10558,Seattle Pacific University,Student Life,A-
10559,Seattle Pacific University,Safety,B
10560,Seattle University,Academics,B
10561,Seattle University,Value,A-
10562,Seattle University,Diversity,A+
10563,Seattle University,Campus,A
10564,Seattle University,Athletics,B+
10565,Seattle University,Party Scene,B+
10566,Seattle University,Professors,B+
10567,Seattle University,Location,A+
10568,Seattle University,Dorms,B
10569,Seattle University,Campus Food,A+
10570,Seattle University,Student Life,A-
10571,Seattle University,Safety,B-
10572,Seminole State College of Florida,Academics,C-
10573,Seminole State College of Florida,Value,C+
10574,Seminole State College of Florida,Diversity,B+
10575,Seminole State College of Florida,Campus,A+
10576,Seminole State College of Florida,Athletics,C
10577,Seminole State College of Florida,Party Scene,B
10578,Seminole State College of Florida,Professors,C-
10579,Seminole State College of Florida,Location,A
10580,Seminole State College of Florida,Dorms,NG
10581,Seminole State College of Florida,Campus Food,NG
10582,Seminole State College of Florida,Student Life,A-
10583,Seminole State College of Florida,Safety,A-
10584,Seton Hall University,Academics,B+
10585,Seton Hall University,Value,A
10586,Seton Hall University,Diversity,A
10587,Seton Hall University,Campus,C+
10588,Seton Hall University,Athletics,A-
10589,Seton Hall University,Party Scene,B
10590,Seton Hall University,Professors,A-
10591,Seton Hall University,Location,B-
10592,Seton Hall University,Dorms,C+
10593,Seton Hall University,Campus Food,C
10594,Seton Hall University,Student Life,B+
10595,Seton Hall University,Safety,B-
10596,Seton Hill University,Academics,B
10597,Seton Hill University,Value,B+
10598,Seton Hill University,Diversity,B+
10599,Seton Hill University,Campus,B
10600,Seton Hill University,Athletics,B+
10601,Seton Hill University,Party Scene,C+
10602,Seton Hill University,Professors,B
10603,Seton Hill University,Location,B-
10604,Seton Hill University,Dorms,C
10605,Seton Hill University,Campus Food,B+
10606,Seton Hill University,Student Life,B-
10607,Seton Hill University,Safety,B+
10608,Saint Anthony College of Nursing,Academics,NG
10609,Saint Anthony College of Nursing,Value,C
10610,Saint Anthony College of Nursing,Diversity,B-
10611,Saint Anthony College of Nursing,Campus,B
10612,Saint Anthony College of Nursing,Athletics,NG
10613,Saint Anthony College of Nursing,Party Scene,NG
10614,Saint Anthony College of Nursing,Professors,NG
10615,Saint Anthony College of Nursing,Location,C
10616,Saint Anthony College of Nursing,Dorms,NG
10617,Saint Anthony College of Nursing,Campus Food,NG
10618,Saint Anthony College of Nursing,Student Life,B
10619,Saint Anthony College of Nursing,Safety,A+
10620,Shasta College,Academics,C-
10621,Shasta College,Value,C-
10622,Shasta College,Diversity,B-
10623,Shasta College,Campus,C+
10624,Shasta College,Athletics,C
10625,Shasta College,Party Scene,C+
10626,Shasta College,Professors,C
10627,Shasta College,Location,C
10628,Shasta College,Dorms,NG
10629,Shasta College,Campus Food,B+
10630,Shasta College,Student Life,C
10631,Shasta College,Safety,B
10632,Shawnee State University,Academics,C+
10633,Shawnee State University,Value,C+
10634,Shawnee State University,Diversity,B-
10635,Shawnee State University,Campus,C+
10636,Shawnee State University,Athletics,C+
10637,Shawnee State University,Party Scene,C+
10638,Shawnee State University,Professors,B-
10639,Shawnee State University,Location,C
10640,Shawnee State University,Dorms,B+
10641,Shawnee State University,Campus Food,C+
10642,Shawnee State University,Student Life,C
10643,Shawnee State University,Safety,B-
10644,Shaw University,Academics,C+
10645,Shaw University,Value,C-
10646,Shaw University,Diversity,A-
10647,Shaw University,Campus,C-
10648,Shaw University,Athletics,B+
10649,Shaw University,Party Scene,B+
10650,Shaw University,Professors,C+
10651,Shaw University,Location,B+
10652,Shaw University,Dorms,D
10653,Shaw University,Campus Food,C+
10654,Shaw University,Student Life,C-
10655,Shaw University,Safety,B-
10656,Shenandoah University ,Academics,B-
10657,Shenandoah University ,Value,B+
10658,Shenandoah University ,Diversity,A
10659,Shenandoah University ,Campus,B
10660,Shenandoah University ,Athletics,B-
10661,Shenandoah University ,Party Scene,B-
10662,Shenandoah University ,Professors,B
10663,Shenandoah University ,Location,B+
10664,Shenandoah University ,Dorms,B
10665,Shenandoah University ,Campus Food,C
10666,Shenandoah University ,Student Life,B+
10667,Shenandoah University ,Safety,A
10668,Shepherd University,Academics,B-
10669,Shepherd University,Value,B-
10670,Shepherd University,Diversity,B+
10671,Shepherd University,Campus,B-
10672,Shepherd University,Athletics,B
10673,Shepherd University,Party Scene,B-
10674,Shepherd University,Professors,B-
10675,Shepherd University,Location,B+
10676,Shepherd University,Dorms,C+
10677,Shepherd University,Campus Food,B-
10678,Shepherd University,Student Life,C+
10679,Shepherd University,Safety,A
10680,Shippensburg University of Pennsylvania,Academics,B-
10681,Shippensburg University of Pennsylvania,Value,B
10682,Shippensburg University of Pennsylvania,Diversity,B+
10683,Shippensburg University of Pennsylvania,Campus,B-
10684,Shippensburg University of Pennsylvania,Athletics,B+
10685,Shippensburg University of Pennsylvania,Party Scene,B+
10686,Shippensburg University of Pennsylvania,Professors,B
10687,Shippensburg University of Pennsylvania,Location,C-
10688,Shippensburg University of Pennsylvania,Dorms,A
10689,Shippensburg University of Pennsylvania,Campus Food,B
10690,Shippensburg University of Pennsylvania,Student Life,B
10691,Shippensburg University of Pennsylvania,Safety,B-
10692,Shorter University,Academics,B-
10693,Shorter University,Value,B
10694,Shorter University,Diversity,A
10695,Shorter University,Campus,D+
10696,Shorter University,Athletics,B+
10697,Shorter University,Party Scene,C-
10698,Shorter University,Professors,B-
10699,Shorter University,Location,C+
10700,Shorter University,Dorms,C-
10701,Shorter University,Campus Food,C
10702,Shorter University,Student Life,C
10703,Shorter University,Safety,B
10704,Siena College,Academics,B
10705,Siena College,Value,A
10706,Siena College,Diversity,B+
10707,Siena College,Campus,C
10708,Siena College,Athletics,B+
10709,Siena College,Party Scene,B-
10710,Siena College,Professors,B
10711,Siena College,Location,B-
10712,Siena College,Dorms,C+
10713,Siena College,Campus Food,C-
10714,Siena College,Student Life,B-
10715,Siena College,Safety,B-
10716,Siena Heights University,Academics,B-
10717,Siena Heights University,Value,B
10718,Siena Heights University,Diversity,A-
10719,Siena Heights University,Campus,C
10720,Siena Heights University,Athletics,B
10721,Siena Heights University,Party Scene,C+
10722,Siena Heights University,Professors,C+
10723,Siena Heights University,Location,C
10724,Siena Heights University,Dorms,C-
10725,Siena Heights University,Campus Food,C-
10726,Siena Heights University,Student Life,C
10727,Siena Heights University,Safety,A-
10728,Simpson College ,Academics,B-
10729,Simpson College ,Value,B+
10730,Simpson College ,Diversity,B-
10731,Simpson College ,Campus,B-
10732,Simpson College ,Athletics,B-
10733,Simpson College ,Party Scene,B-
10734,Simpson College ,Professors,B-
10735,Simpson College ,Location,C+
10736,Simpson College ,Dorms,B+
10737,Simpson College ,Campus Food,C+
10738,Simpson College ,Student Life,B-
10739,Simpson College ,Safety,B-
10740,Simpson University,Academics,B
10741,Simpson University,Value,B
10742,Simpson University,Diversity,A-
10743,Simpson University,Campus,B-
10744,Simpson University,Athletics,C+
10745,Simpson University,Party Scene,C-
10746,Simpson University,Professors,B-
10747,Simpson University,Location,C
10748,Simpson University,Dorms,B+
10749,Simpson University,Campus Food,B-
10750,Simpson University,Student Life,B-
10751,Simpson University,Safety,B
10752,Sinte Gleska University,Academics,C+
10753,Sinte Gleska University,Value,C-
10754,Sinte Gleska University,Diversity,C+
10755,Sinte Gleska University,Campus,NG
10756,Sinte Gleska University,Athletics,NG
10757,Sinte Gleska University,Party Scene,NG
10758,Sinte Gleska University,Professors,B-
10759,Sinte Gleska University,Location,D+
10760,Sinte Gleska University,Dorms,NG
10761,Sinte Gleska University,Campus Food,NG
10762,Sinte Gleska University,Student Life,B-
10763,Sinte Gleska University,Safety,NG
10764,Skidmore College,Academics,A
10765,Skidmore College,Value,A
10766,Skidmore College,Diversity,A
10767,Skidmore College,Campus,A-
10768,Skidmore College,Athletics,B-
10769,Skidmore College,Party Scene,A-
10770,Skidmore College,Professors,A-
10771,Skidmore College,Location,B+
10772,Skidmore College,Dorms,B+
10773,Skidmore College,Campus Food,A+
10774,Skidmore College,Student Life,A
10775,Skidmore College,Safety,B
10776,Smith College,Academics,A+
10777,Smith College,Value,A
10778,Smith College,Diversity,A
10779,Smith College,Campus,A
10780,Smith College,Athletics,NG
10781,Smith College,Party Scene,B-
10782,Smith College,Professors,A+
10783,Smith College,Location,A
10784,Smith College,Dorms,A+
10785,Smith College,Campus Food,A-
10786,Smith College,Student Life,A+
10787,Smith College,Safety,B
10788,Snow College,Academics,C-
10789,Snow College,Value,C
10790,Snow College,Diversity,B+
10791,Snow College,Campus,A-
10792,Snow College,Athletics,C-
10793,Snow College,Party Scene,C
10794,Snow College,Professors,C+
10795,Snow College,Location,A
10796,Snow College,Dorms,NG
10797,Snow College,Campus Food,NG
10798,Snow College,Student Life,C+
10799,Snow College,Safety,A
10800,Santa Clara University,Academics,A
10801,Santa Clara University,Value,A+
10802,Santa Clara University,Diversity,A
10803,Santa Clara University,Campus,A
10804,Santa Clara University,Athletics,B+
10805,Santa Clara University,Party Scene,A
10806,Santa Clara University,Professors,B+
10807,Santa Clara University,Location,B+
10808,Santa Clara University,Dorms,A+
10809,Santa Clara University,Campus Food,A
10810,Santa Clara University,Student Life,A
10811,Santa Clara University,Safety,B-
10812,Santa Fe College,Academics,C
10813,Santa Fe College,Value,B-
10814,Santa Fe College,Diversity,A
10815,Santa Fe College,Campus,A
10816,Santa Fe College,Athletics,C+
10817,Santa Fe College,Party Scene,B+
10818,Santa Fe College,Professors,C
10819,Santa Fe College,Location,A-
10820,Santa Fe College,Dorms,NG
10821,Santa Fe College,Campus Food,NG
10822,Santa Fe College,Student Life,A
10823,Santa Fe College,Safety,A-
10824,Savannah State University,Academics,B-
10825,Savannah State University,Value,C
10826,Savannah State University,Diversity,B+
10827,Savannah State University,Campus,C+
10828,Savannah State University,Athletics,B
10829,Savannah State University,Party Scene,A
10830,Savannah State University,Professors,B-
10831,Savannah State University,Location,B-
10832,Savannah State University,Dorms,B-
10833,Savannah State University,Campus Food,B-
10834,Savannah State University,Student Life,B-
10835,Savannah State University,Safety,C
10836,Sarah Lawrence College,Academics,A
10837,Sarah Lawrence College,Value,B+
10838,Sarah Lawrence College,Diversity,A
10839,Sarah Lawrence College,Campus,C-
10840,Sarah Lawrence College,Athletics,C-
10841,Sarah Lawrence College,Party Scene,C+
10842,Sarah Lawrence College,Professors,A-
10843,Sarah Lawrence College,Location,C+
10844,Sarah Lawrence College,Dorms,D+
10845,Sarah Lawrence College,Campus Food,C
10846,Sarah Lawrence College,Student Life,C
10847,Sarah Lawrence College,Safety,C+
10848,Savannah College of Art and Design,Academics,B
10849,Savannah College of Art and Design,Value,B-
10850,Savannah College of Art and Design,Diversity,A
10851,Savannah College of Art and Design,Campus,B
10852,Savannah College of Art and Design,Athletics,C+
10853,Savannah College of Art and Design,Party Scene,B
10854,Savannah College of Art and Design,Professors,B
10855,Savannah College of Art and Design,Location,B+
10856,Savannah College of Art and Design,Dorms,C+
10857,Savannah College of Art and Design,Campus Food,B
10858,Savannah College of Art and Design,Student Life,A-
10859,Savannah College of Art and Design,Safety,B
10860,Skagit Valley College,Academics,C-
10861,Skagit Valley College,Value,C+
10862,Skagit Valley College,Diversity,B
10863,Skagit Valley College,Campus,B
10864,Skagit Valley College,Athletics,C-
10865,Skagit Valley College,Party Scene,B-
10866,Skagit Valley College,Professors,C
10867,Skagit Valley College,Location,B-
10868,Skagit Valley College,Dorms,NG
10869,Skagit Valley College,Campus Food,NG
10870,Skagit Valley College,Student Life,C+
10871,Skagit Valley College,Safety,B
10872,School of the Art Institute of Chicago,Academics,B
10873,School of the Art Institute of Chicago,Value,C
10874,School of the Art Institute of Chicago,Diversity,A
10875,School of the Art Institute of Chicago,Campus,B
10876,School of the Art Institute of Chicago,Athletics,NG
10877,School of the Art Institute of Chicago,Party Scene,A-
10878,School of the Art Institute of Chicago,Professors,B
10879,School of the Art Institute of Chicago,Location,A
10880,School of the Art Institute of Chicago,Dorms,B
10881,School of the Art Institute of Chicago,Campus Food,B+
10882,School of the Art Institute of Chicago,Student Life,A-
10883,School of the Art Institute of Chicago,Safety,B-
10884,School of Visual Arts,Academics,B-
10885,School of Visual Arts,Value,B-
10886,School of Visual Arts,Diversity,A
10887,School of Visual Arts,Campus,C
10888,School of Visual Arts,Athletics,NG
10889,School of Visual Arts,Party Scene,B
10890,School of Visual Arts,Professors,C
10891,School of Visual Arts,Location,A+
10892,School of Visual Arts,Dorms,C+
10893,School of Visual Arts,Campus Food,NG
10894,School of Visual Arts,Student Life,A-
10895,School of Visual Arts,Safety,A-
10896,Schreiner University,Academics,B-
10897,Schreiner University,Value,B
10898,Schreiner University,Diversity,B
10899,Schreiner University,Campus,B
10900,Schreiner University,Athletics,B-
10901,Schreiner University,Party Scene,C
10902,Schreiner University,Professors,B
10903,Schreiner University,Location,C-
10904,Schreiner University,Dorms,A-
10905,Schreiner University,Campus Food,B-
10906,Schreiner University,Student Life,B-
10907,Schreiner University,Safety,B
10908,Santa Monica College,Academics,C
10909,Santa Monica College,Value,C
10910,Santa Monica College,Diversity,A-
10911,Santa Monica College,Campus,A
10912,Santa Monica College,Athletics,C
10913,Santa Monica College,Party Scene,B-
10914,Santa Monica College,Professors,C+
10915,Santa Monica College,Location,A+
10916,Santa Monica College,Dorms,NG
10917,Santa Monica College,Campus Food,NG
10918,Santa Monica College,Student Life,B+
10919,Santa Monica College,Safety,B+
10920,South Seattle College,Academics,C
10921,South Seattle College,Value,B+
10922,South Seattle College,Diversity,B+
10923,South Seattle College,Campus,B
10924,South Seattle College,Athletics,NG
10925,South Seattle College,Party Scene,B
10926,South Seattle College,Professors,C
10927,South Seattle College,Location,A+
10928,South Seattle College,Dorms,NG
10929,South Seattle College,Campus Food,NG
10930,South Seattle College,Student Life,A-
10931,South Seattle College,Safety,A
10932,South Texas College,Academics,C-
10933,South Texas College,Value,B
10934,South Texas College,Diversity,C+
10935,South Texas College,Campus,A
10936,South Texas College,Athletics,NG
10937,South Texas College,Party Scene,B-
10938,South Texas College,Professors,B
10939,South Texas College,Location,A-
10940,South Texas College,Dorms,NG
10941,South Texas College,Campus Food,NG
10942,South Texas College,Student Life,A-
10943,South Texas College,Safety,A+
10944,Schoolcraft College,Academics,C
10945,Schoolcraft College,Value,C+
10946,Schoolcraft College,Diversity,B+
10947,Schoolcraft College,Campus,A
10948,Schoolcraft College,Athletics,C
10949,Schoolcraft College,Party Scene,C
10950,Schoolcraft College,Professors,B-
10951,Schoolcraft College,Location,A
10952,Schoolcraft College,Dorms,NG
10953,Schoolcraft College,Campus Food,NG
10954,Schoolcraft College,Student Life,B-
10955,Schoolcraft College,Safety,A+
10956,South University - Savannah,Academics,B
10957,South University - Savannah,Value,C+
10958,South University - Savannah,Diversity,B+
10959,South University - Savannah,Campus,B
10960,South University - Savannah,Athletics,NG
10961,South University - Savannah,Party Scene,NG
10962,South University - Savannah,Professors,B
10963,South University - Savannah,Location,B-
10964,South University - Savannah,Dorms,NG
10965,South University - Savannah,Campus Food,NG
10966,South University - Savannah,Student Life,B+
10967,South University - Savannah,Safety,B+
10968,South University - Tampa,Academics,C+
10969,South University - Tampa,Value,C
10970,South University - Tampa,Diversity,B-
10971,South University - Tampa,Campus,B
10972,South University - Tampa,Athletics,NG
10973,South University - Tampa,Party Scene,NG
10974,South University - Tampa,Professors,B-
10975,South University - Tampa,Location,A-
10976,South University - Tampa,Dorms,NG
10977,South University - Tampa,Campus Food,NG
10978,South University - Tampa,Student Life,B-
10979,South University - Tampa,Safety,A
10980,Southwest Baptist University,Academics,C+
10981,Southwest Baptist University,Value,C+
10982,Southwest Baptist University,Diversity,B
10983,Southwest Baptist University,Campus,C
10984,Southwest Baptist University,Athletics,B
10985,Southwest Baptist University,Party Scene,C-
10986,Southwest Baptist University,Professors,B-
10987,Southwest Baptist University,Location,C+
10988,Southwest Baptist University,Dorms,B
10989,Southwest Baptist University,Campus Food,C
10990,Southwest Baptist University,Student Life,C
10991,Southwest Baptist University,Safety,B
10992,Southwestern Adventist University,Academics,B-
10993,Southwestern Adventist University,Value,B
10994,Southwestern Adventist University,Diversity,A
10995,Southwestern Adventist University,Campus,C+
10996,Southwestern Adventist University,Athletics,D
10997,Southwestern Adventist University,Party Scene,C-
10998,Southwestern Adventist University,Professors,B-
10999,Southwestern Adventist University,Location,C-
11000,Southwestern Adventist University,Dorms,A-
