row_index,school_name,usn_category,usn_rank
3936,University of Hartford ,Best Undergraduate Engineering Programs,60
3937,University of Hawaii at Hilo,Top Performers on Social Mobility,80
3938,University of Hawaii at Manoa,National Universities,170
3939,University of Hawaii at Manoa,Best Value Schools,159
3940,University of Hawaii at Manoa,Top Performers on Social Mobility,154
3941,University of Hawaii at Manoa,Top Public Schools,83
3942,University of Hawaii at Manoa,Best Undergraduate Engineering Programs,145
3943,University of Hawaii-West Oahu,Regional Colleges West,16
3944,University of Hawaii-West Oahu,Best Colleges for Veterans,7
3945,University of Hawaii-West Oahu,Top Performers on Social Mobility,23
3946,University of Hawaii-West Oahu,Top Public Schools,3
3947,University of Holy Cross,Regional Universities South,99
3948,University of Holy Cross,Top Performers on Social Mobility,121
3949,University of Central Florida ,National Universities,160
3950,University of Central Florida ,Best Colleges for Veterans,114
3951,University of Central Florida ,Best Value Schools,141
3952,University of Central Florida ,Most Innovative Schools,16
3953,University of Central Florida ,Top Performers on Social Mobility,62
3954,University of Central Florida ,Top Public Schools,77
3955,University of Central Florida ,Best Undergraduate Engineering Programs,79
3956,University of Central Missouri,Regional Universities Midwest,76
3957,University of Central Missouri,Best Colleges for Veterans,50
3958,University of Central Missouri,Best Value Schools,64
3959,University of Central Missouri,Top Performers on Social Mobility,90
3960,University of Central Missouri,Top Public Schools,16
3961,University of Central Oklahoma,Regional Universities West,68
3962,University of Central Oklahoma,Top Performers on Social Mobility,91
3963,University of Central Oklahoma,Top Public Schools,32
3964,University of Central Oklahoma,Best Undergraduate Engineering Programs,176
3965,University of Charleston,Top Performers on Social Mobility,379
3966,University of Connecticut,National Universities,58
3967,University of Connecticut,Best Colleges for Veterans,30
3968,University of Connecticut,Best Value Schools,145
3969,University of Connecticut,Top Performers on Social Mobility,191
3970,University of Connecticut,Top Public Schools,19
3971,University of Connecticut,Best Undergraduate Engineering Programs Aerospace /Aeronautical / Astronautical Biomedical Chemical Civil #10 Computer Electrical / Electronic / Communications Environmental / Environmental Health,19
3972,University of Connecticut,Computer,10
3973,University of Connecticut,Computer Science #8 Artificial Intelligence #8 Computer Systems #12 Cybersecurity #5 Data Analytics/Science #4 Mobile/Web Applications #10 Programming Languages Theory,5
3974,University of Connecticut,Artificial Intelligence,8
3975,University of Connecticut,Computer Systems,8
3976,University of Connecticut,Cybersecurity,12
3977,University of Connecticut,Data Analytics/Science,5
3978,University of Connecticut,Mobile/Web Applications,4
3979,University of Connecticut,Programming Languages,10
3980,University of Colorado Boulder,National Universities,103
3981,University of Colorado Boulder,Best Colleges for Veterans,68
3982,University of Colorado Boulder,Best Value Schools,161
3983,University of Colorado Boulder,Top Performers on Social Mobility,361
3984,University of Colorado Boulder,Top Public Schools,46
3985,University of Colorado Boulder,Best Undergraduate Engineering Programs #12 Aerospace /Aeronautical / Astronautical Chemical Civil Environmental / Environmental Health,28
3986,University of Colorado Boulder,Aerospace /Aeronautical / Astronautical,12
3987,University of Colorado Colorado Springs,Top Performers on Social Mobility,265
3988,University of Colorado Colorado Springs,Best Undergraduate Engineering Programs,145
3989,University of Dallas,Regional Universities West,6
3990,University of Dallas,Best Value Schools,6
3991,University of Dallas,Top Performers on Social Mobility,116
3992,University of Dayton,National Universities,133
3993,University of Dayton,Best Value Schools,45
3994,University of Dayton,Top Performers on Social Mobility,371
3995,University of Dayton,Best Undergraduate Engineering Programs,118
3996,University of Delaware ,National Universities,97
3997,University of Delaware ,Best Colleges for Veterans,63
3998,University of Delaware ,Top Performers on Social Mobility,357
3999,University of Delaware ,Top Public Schools,40
4000,University of Delaware ,Best Undergraduate Engineering Programs #7 Chemical,53
4001,University of Delaware ,Chemical,7
4002,University of Denver,National Universities,80
4003,University of Denver,Best Colleges for Veterans,50
4004,University of Denver,Best Undergraduate Teaching,61
4005,University of Denver,Best Value Schools,58
4006,University of Denver,Top Performers on Social Mobility,265
4007,University of Denver,Best Undergraduate Engineering Programs,161
4008,University of Denver,Study Abroad,24
4009,University of Detroit Mercy ,National Universities,187
4010,University of Detroit Mercy ,Best Colleges for Veterans,136
4011,University of Detroit Mercy ,Best Value Schools,34
4012,University of Detroit Mercy ,Top Performers on Social Mobility,129
4013,University of Evansville,Regional Universities Midwest,4
4014,University of Evansville,Best Colleges for Veterans,2
4015,University of Evansville,Best Value Schools,8
4016,University of Evansville,Top Performers on Social Mobility,81
4017,University of Evansville,Best Undergraduate Engineering Programs,91
4018,University of Saint Joseph,National Universities,176
4019,University of Saint Joseph,Best Value Schools,41
4020,University of Saint Joseph,Top Performers on Social Mobility,144
4021,University of Houston-Clear Lake,Best Undergraduate Engineering Programs,141
4022,University of Houston - Downtown,Top Performers on Social Mobility,44
4023,University of Dubuque,Regional Universities Midwest,98
4024,University of Dubuque,Top Performers on Social Mobility,65
4025,University of Idaho,National Universities,170
4026,University of Idaho,Best Colleges for Veterans,124
4027,University of Idaho,Best Value Schools,37
4028,University of Idaho,Top Performers on Social Mobility,106
4029,University of Idaho,Top Public Schools,83
4030,University of Idaho,Best Undergraduate Engineering Programs,145
4031,University of Illinois at Chicago,National Universities,112
4032,University of Illinois at Chicago,Best Colleges for Veterans,76
4033,University of Illinois at Chicago,Best Value Schools,152
4034,University of Illinois at Chicago,Top Performers on Social Mobility,10
4035,University of Illinois at Chicago,Top Public Schools,52
4036,University of Illinois at Chicago,Best Undergraduate Engineering Programs,79
4037,University of Illinois at Springfield,Regional Universities Midwest,31
4038,University of Illinois at Springfield,Best Value Schools,37
4039,University of Illinois at Springfield,Top Performers on Social Mobility,18
4040,University of Illinois at Springfield,Top Public Schools,4
4041,University of Illinois at Urbana-Champaign,National Universities,47
4042,University of Illinois at Urbana-Champaign,Best Colleges for Veterans,23
4043,University of Illinois at Urbana-Champaign,Best Value Schools,144
4044,University of Illinois at Urbana-Champaign,Most Innovative Schools,35
4045,University of Illinois at Urbana-Champaign,Top Performers on Social Mobility,161
4046,University of Illinois at Urbana-Champaign,Top Public Schools,15
4047,University of Illinois at Urbana-Champaign,Accounting,3
4048,University of Illinois at Urbana-Champaign,Best Undergraduate Engineering Programs #9 Aerospace /Aeronautical / Astronautical #6 Biological / Agricultural Biomedical #11 Chemical #6 Civil #7 Computer #7 Electrical / Electronic / Communications #6 Environmental / Environmental Health #6 Industrial / Manufacturing #2 Materials #8 Mechanical,6
4049,University of Illinois at Urbana-Champaign,Aerospace /Aeronautical / Astronautical,9
4050,University of Illinois at Urbana-Champaign,Biological / Agricultural,6
4051,University of Illinois at Urbana-Champaign,Chemical,11
4052,University of Illinois at Urbana-Champaign,Civil,6
4053,University of Illinois at Urbana-Champaign,Computer,7
4054,University of Illinois at Urbana-Champaign,Electrical / Electronic / Communications,7
4055,University of Illinois at Urbana-Champaign,Environmental / Environmental Health,6
4056,University of Illinois at Urbana-Champaign,Industrial / Manufacturing,6
4057,University of Illinois at Urbana-Champaign,Materials,2
4058,University of Illinois at Urbana-Champaign,Mechanical,8
4059,University of Illinois at Urbana-Champaign,Computer Science #6 Artificial Intelligence #7 Biocomputing/Bioinformatics/Biotechnology #3 Computer Systems #5 Cybersecurity #7 Data Analytics/Science #4 Mobile/Web Applications #4 Programming Languages #2 Software Engineering #6 Theory,5
4060,University of Illinois at Urbana-Champaign,Artificial Intelligence,6
4061,University of Illinois at Urbana-Champaign,Biocomputing/Bioinformatics/Biotechnology,7
4062,University of Illinois at Urbana-Champaign,Computer Systems,3
4063,University of Illinois at Urbana-Champaign,Cybersecurity,5
4064,University of Illinois at Urbana-Champaign,Data Analytics/Science,7
4065,University of Illinois at Urbana-Champaign,Mobile/Web Applications,4
4066,University of Illinois at Urbana-Champaign,Programming Languages,4
4067,University of Illinois at Urbana-Champaign,Software Engineering,2
4068,University of Illinois at Urbana-Champaign,Theory,6
4069,University of Indianapolis,National Universities,227
4070,University of Indianapolis,Top Performers on Social Mobility,135
4071,University of Houston-Victoria,Top Performers on Social Mobility,71
4072,University of Kentucky,National Universities,133
4073,University of Kentucky,Best Colleges for Veterans,93
4074,University of Kentucky,Best Value Schools,169
4075,University of Kentucky,Top Performers on Social Mobility,318
4076,University of Kentucky,Top Public Schools,62
4077,University of Kentucky,Best Undergraduate Engineering Programs,90
4078,University of La Verne,National Universities,112
4079,University of La Verne,Best Value Schools,77
4080,University of La Verne,Top Performers on Social Mobility,6
4081,University of Louisiana at Lafayette,Top Performers on Social Mobility,224
4082,University of Louisiana at Lafayette,Best Undergraduate Engineering Programs,181
4083,University of Louisiana at Monroe,Top Performers on Social Mobility,119
4084,University of Louisville ,National Universities,176
4085,University of Louisville ,Best Colleges for Veterans,128
4086,University of Louisville ,Best Value Schools,120
4087,University of Louisville ,Top Performers on Social Mobility,259
4088,University of Louisville ,Top Public Schools,87
4089,University of Louisville ,Best Undergraduate Engineering Programs,132
4090,University of Lynchburg,Regional Universities South,22
4091,University of Lynchburg,Best Value Schools,19
4092,University of Lynchburg,Top Performers on Social Mobility,61
4093,University of Maine at Augusta,Top Performers on Social Mobility,30
4094,University of Maine at Farmington,Regional Colleges North,6
4095,University of Maine at Farmington,Best Colleges for Veterans,2
4096,University of Maine at Farmington,Best Value Schools,4
4097,University of Maine at Farmington,Top Performers on Social Mobility,5
4098,University of Maine at Farmington,Top Public Schools,5
4099,University of Massachusetts Amherst,National Universities,66
4100,University of Massachusetts Amherst,Best Colleges for Veterans,38
4101,University of Massachusetts Amherst,Best Value Schools,111
4102,University of Massachusetts Amherst,Top Performers on Social Mobility,174
4103,University of Massachusetts Amherst,Top Public Schools,26
4104,University of Massachusetts Amherst,Best Undergraduate Engineering Programs,63
4105,University of Massachusetts Boston,National Universities,227
4106,University of Massachusetts Boston,Top Performers on Social Mobility,36
4107,University of Massachusetts Boston,Top Public Schools,113
4108,University of Massachusetts Boston,Best Undergraduate Engineering Programs,46
4109,University of Massachusetts Dartmouth,National Universities,217
4110,University of Massachusetts Dartmouth,Top Performers on Social Mobility,76
4111,University of Massachusetts Dartmouth,Top Public Schools,109
4112,University of Massachusetts Dartmouth,Best Undergraduate Engineering Programs,145
4113,University of Massachusetts Lowell,National Universities,176
4114,University of Massachusetts Lowell,Best Colleges for Veterans,128
4115,University of Massachusetts Lowell,Top Performers on Social Mobility,174
4116,University of Massachusetts Lowell,Top Public Schools,87
4117,University of Massachusetts Lowell,Best Undergraduate Engineering Programs,132
4118,University of Memphis,National Universities,258
4119,University of Memphis,Top Performers on Social Mobility,98
4120,University of Memphis,Top Public Schools,126
4121,University of Memphis,Best Undergraduate Engineering Programs,161
4122,University of Michigan-Dearborn ,National Universities,258
4123,University of Michigan-Dearborn ,Top Performers on Social Mobility,106
4124,University of Michigan-Dearborn ,Top Public Schools,126
4125,University of Michigan-Dearborn ,Best Undergraduate Engineering Programs,91
4126,University of Michigan-Flint,Top Performers on Social Mobility,154
4127,University of Michigan-Flint,Best Undergraduate Engineering Programs,110
4128,"University of Minnesota, Crookston",Regional Colleges Midwest,27
4129,"University of Minnesota, Crookston",Top Performers on Social Mobility,18
4130,"University of Minnesota, Crookston",Top Public Schools,1
4131,University of Montevallo ,Regional Universities South,26
4132,University of Montevallo ,Best Value Schools,17
4133,University of Montevallo ,Top Performers on Social Mobility,109
4134,University of Montevallo ,Top Public Schools,11
4135,University of Mount Union,Regional Colleges Midwest,10
4136,University of Mount Union,Best Value Schools,15
4137,University of Mount Union,Top Performers on Social Mobility,31
4138,University of Mount Union,Best Undergraduate Engineering Programs,176
4139,University of Nebraska at Kearney,Regional Universities Midwest,33
4140,University of Nebraska at Kearney,Best Colleges for Veterans,24
4141,University of Nebraska at Kearney,Best Value Schools,11
4142,University of Nebraska at Kearney,Top Performers on Social Mobility,44
4143,University of Nebraska at Kearney,Top Public Schools,6
4144,University of Nebraska at Omaha,National Universities,284
4145,University of Nebraska at Omaha,Top Performers on Social Mobility,191
4146,University of Nebraska at Omaha,Top Public Schools,144
4147,University of Northwestern Ohio,Top Performers on Social Mobility,209
4148,University of Northwestern Ohio,Best Undergraduate Engineering Programs,181
4149,University of Rhode Island,Top Performers on Social Mobility,106
4150,University of Maine at Fort Kent,Regional Colleges North,37
4151,University of Maine at Fort Kent,Top Performers on Social Mobility,46
4152,University of Maine at Fort Kent,Top Public Schools,19
4153,University of Maine at Machias,Top Performers on Social Mobility,63
4154,University of Maine at Presque Isle,Regional Colleges North,28
4155,University of Maine at Presque Isle,Top Performers on Social Mobility,42
4156,University of Maine at Presque Isle,Top Public Schools,17
4157,University of Mount Olive,Regional Universities South,65
4158,University of Mount Olive,Best Colleges for Veterans,38
4159,University of Mount Olive,Top Performers on Social Mobility,14
4160,University of Mary,Top Performers on Social Mobility,353
4161,"University of Maryland, Baltimore County",National Universities,160
4162,"University of Maryland, Baltimore County",Best Colleges for Veterans,114
4163,"University of Maryland, Baltimore County",Best Undergraduate Teaching,11
4164,"University of Maryland, Baltimore County",Best Value Schools,103
4165,"University of Maryland, Baltimore County",Most Innovative Schools,9
4166,"University of Maryland, Baltimore County",Top Performers on Social Mobility,203
4167,"University of Maryland, Baltimore County",Top Public Schools,77
4168,"University of Maryland, Baltimore County",Best Undergraduate Engineering Programs,102
4169,"University of Maryland, College Park",Top Performers on Social Mobility,39
4170,"University of Maryland, College Park",Historically Black Colleges and Universities,18
4171,"University of Maryland, College Park",Best Undergraduate Engineering Programs,141
4172,University of Maryland Global Campus,Most Innovative Schools,9
4173,University of Maryland Global Campus,Top Performers on Social Mobility,98
4174,University of Mary Washington,Regional Universities South,18
4175,University of Mary Washington,Best Colleges for Veterans,11
4176,University of Mary Washington,Top Performers on Social Mobility,122
4177,University of Mary Washington,Top Public Schools,8
4178,"University of Minnesota, Duluth",Regional Universities Midwest,39
4179,"University of Minnesota, Duluth",Best Colleges for Veterans,27
4180,"University of Minnesota, Duluth",Best Value Schools,53
4181,"University of Minnesota, Duluth",Top Performers on Social Mobility,44
4182,"University of Minnesota, Duluth",Top Public Schools,8
4183,"University of Minnesota, Duluth",Best Undergraduate Engineering Programs,46
4184,University of Mary Hardin-Baylor,Regional Universities West,46
4185,University of Mary Hardin-Baylor,Best Colleges for Veterans,26
4186,University of Mary Hardin-Baylor,Best Value Schools,17
4187,University of Mary Hardin-Baylor,Top Performers on Social Mobility,31
4188,"University of Minnesota, Morris",National Liberal Arts Colleges,140
4189,"University of Minnesota, Morris",Top Performers on Social Mobility,94
4190,"University of Minnesota, Morris",Top Public Schools,7
4191,"University of Minnesota, Twin Cities Campus",National Universities,66
4192,"University of Minnesota, Twin Cities Campus",Best Colleges for Veterans,38
4193,"University of Minnesota, Twin Cities Campus",Best Value Schools,138
4194,"University of Minnesota, Twin Cities Campus",Top Performers on Social Mobility,237
4195,"University of Minnesota, Twin Cities Campus",Top Public Schools,26
4196,"University of Minnesota, Twin Cities Campus",Management Information Systems,6
4197,"University of Minnesota, Twin Cities Campus",Best Undergraduate Engineering Programs Biomedical #9 Chemical Civil Environmental / Environmental Health Materials Mechanical,28
4198,"University of Minnesota, Twin Cities Campus",Chemical,9
4199,"University of Minnesota, Twin Cities Campus",Study Abroad,18
4200,University of Mississippi,National Universities,160
4201,University of Mississippi,Best Colleges for Veterans,114
4202,University of Mississippi,Best Value Schools,119
4203,University of Mississippi,Top Performers on Social Mobility,361
4204,University of Mississippi,Top Public Schools,77
4205,University of Mississippi,Best Undergraduate Engineering Programs,161
4206,University of Missouri,National Universities,124
4207,University of Missouri,Best Colleges for Veterans,86
4208,University of Missouri,Best Value Schools,85
4209,University of Missouri,Top Performers on Social Mobility,353
4210,University of Missouri,Top Public Schools,60
4211,University of Missouri,Best Undergraduate Engineering Programs,90
4212,University of Missouri-Kansas City ,National Universities,272
4213,University of Missouri-Kansas City ,Top Performers on Social Mobility,284
4214,University of Missouri-Kansas City ,Top Public Schools,136
4215,University of Missouri-Kansas City ,Best Undergraduate Engineering Programs,181
4216,University of Mobile,Regional Colleges South,16
4217,University of Mobile,Best Colleges for Veterans,5
4218,University of Mobile,Best Value Schools,25
4219,University of Mobile,Top Performers on Social Mobility,71
4220,University of New Orleans,Top Performers on Social Mobility,90
4221,University of North Alabama,Regional Universities South,40
4222,University of North Alabama,Best Colleges for Veterans,24
4223,University of North Alabama,Best Value Schools,40
4224,University of North Alabama,Top Performers on Social Mobility,99
4225,University of North Alabama,Top Public Schools,17
4226,University of Wisconsin-Platteville,Regional Universities Midwest,98
4227,University of Wisconsin-Platteville,Top Performers on Social Mobility,90
4228,University of Wisconsin-Platteville,Top Public Schools,28
4229,University of Wisconsin-Platteville,Best Undergraduate Engineering Programs,46
4230,University of North Carolina Asheville,National Universities,187
4231,University of North Carolina Asheville,Best Colleges for Veterans,136
4232,University of North Carolina Asheville,Best Value Schools,179
4233,University of North Carolina Asheville,Top Performers on Social Mobility,209
4234,University of North Carolina Asheville,Top Public Schools,95
4235,University of Northern Colorado ,Top Performers on Social Mobility,174
4236,University of Northern Iowa,Regional Universities Midwest,24
4237,University of Northern Iowa,Best Colleges for Veterans,17
4238,University of Northern Iowa,Best Undergraduate Teaching,17
4239,University of Northern Iowa,Best Value Schools,59
4240,University of Northern Iowa,Top Performers on Social Mobility,81
4241,University of Northern Iowa,Top Public Schools,2
4242,University of North Florida,National Universities,272
4243,University of North Florida,Top Performers on Social Mobility,113
4244,University of North Florida,Top Public Schools,136
4245,University of North Florida,Best Undergraduate Engineering Programs,123
4246,University of North Georgia,Regional Universities South,36
4247,University of North Georgia,Best Colleges for Veterans,21
4248,University of North Georgia,Best Value Schools,44
4249,University of North Georgia,Top Performers on Social Mobility,88
4250,University of North Georgia,Top Public Schools,15
4251,"University of Washington, Bothell",National Universities,249
4252,"University of Washington, Bothell",Top Performers on Social Mobility,44
4253,"University of Washington, Bothell",Top Public Schools,121
4254,"University of Washington, Bothell",Best Undergraduate Engineering Programs,181
4255,University of North Texas at Dallas,Regional Universities West,60
4256,University of North Texas at Dallas,Top Performers on Social Mobility,71
4257,University of North Texas at Dallas,Top Public Schools,28
4258,University of Northwestern-St. Paul,Regional Universities Midwest,65
4259,University of Northwestern-St. Paul,Best Colleges for Veterans,43
4260,University of Northwestern-St. Paul,Best Value Schools,48
4261,University of Northwestern-St. Paul,Top Performers on Social Mobility,13
4262,University of Oklahoma ,National Universities,133
4263,University of Oklahoma ,Best Colleges for Veterans,93
4264,University of Oklahoma ,Best Value Schools,167
4265,University of Oklahoma ,Top Performers on Social Mobility,328
4266,University of Oklahoma ,Top Public Schools,62
4267,University of Oklahoma ,Best Undergraduate Engineering Programs,102
4268,University of Pennsylvania,National Universities,8
4269,University of Pennsylvania,Best Undergraduate Teaching,39
4270,University of Pennsylvania,Best Value Schools,17
4271,University of Pennsylvania,Most Innovative Schools,25
4272,University of Pennsylvania,Top Performers on Social Mobility,265
4273,University of Pennsylvania,Business Programs #4 Accounting #4 Analytics #5 Entrepreneurship #1 Finance #5 Insurance #5 International Business #2 Management #11 Management Information Systems #2 Marketing #2 Production / Operation Management #3 Quantitative Analysis #1 Real Estate #10 Supply Chain Management / Logistics,1
4274,University of Pennsylvania,Accounting,4
4275,University of Pennsylvania,Analytics,4
4276,University of Pennsylvania,Entrepreneurship,5
4277,University of Pennsylvania,Finance,1
4278,University of Pennsylvania,Insurance,5
4279,University of Pennsylvania,International Business,5
4280,University of Pennsylvania,Management,2
4281,University of Pennsylvania,Management Information Systems,11
4282,University of Pennsylvania,Marketing,2
4283,University of Pennsylvania,Production / Operation Management,2
4284,University of Pennsylvania,Quantitative Analysis,3
4285,University of Pennsylvania,Real Estate,1
4286,University of Pennsylvania,Supply Chain Management / Logistics,10
4287,University of Pennsylvania,Best Undergraduate Engineering Programs #10 Biomedical Chemical Electrical / Electronic / Communications Materials Mechanical,22
4288,University of Pennsylvania,Biomedical,10
4289,University of Pennsylvania,Programming Languages,6
4290,University of Pennsylvania,Undergraduate Research/Creative Projects,44
4291,University of Pikeville,Top Performers on Social Mobility,178
4292,University of Pittsburgh,National Universities,58
4293,University of Pittsburgh,Best Colleges for Veterans,30
4294,University of Pittsburgh,Most Innovative Schools,50
4295,University of Pittsburgh,Top Performers on Social Mobility,318
4296,University of Pittsburgh,Top Public Schools,19
4297,University of Pittsburgh,Best Undergraduate Engineering Programs Biomedical,53
4298,University of Portland,Regional Universities West,2
4299,University of Portland,Best Undergraduate Teaching,3
4300,University of Portland,Best Value Schools,19
4301,University of Portland,Top Performers on Social Mobility,57
4302,University of Portland,Best Undergraduate Engineering Programs,33
4303,University of Pittsburgh at Johnstown,Regional Colleges North,31
4304,University of Pittsburgh at Johnstown,Top Performers on Social Mobility,38
4305,University of Pittsburgh at Johnstown,Top Public Schools,18
4306,University of Puerto Rico at Bayamon,Regional Colleges South,43
4307,University of Puerto Rico at Bayamon,Top Performers on Social Mobility,67
4308,University of Puerto Rico at Bayamon,Top Public Schools,12
4309,University of Puerto Rico at Cayey,Regional Colleges South,43
4310,University of Puerto Rico at Cayey,Top Performers on Social Mobility,7
4311,University of Puerto Rico at Cayey,Top Public Schools,12
4312,University of Puerto Rico at Mayagï¿½ez,National Universities,196
4313,University of Puerto Rico at Mayagï¿½ez,Top Performers on Social Mobility,6
4314,University of Puerto Rico at Mayagï¿½ez,Top Public Schools,100
4315,University of Puget Sound,National Liberal Arts Colleges,84
4316,University of Puget Sound,Best Value Schools,95
4317,University of Puget Sound,Top Performers on Social Mobility,208
4318,University of Puerto Rico at Humacao,Regional Colleges South,18
4319,University of Puerto Rico at Humacao,Top Performers on Social Mobility,3
4320,University of Puerto Rico at Humacao,Top Public Schools,3
4321,University of Pittsburgh at Bradford,Regional Colleges North,19
4322,University of Pittsburgh at Bradford,Best Colleges for Veterans,10
4323,University of Pittsburgh at Bradford,Best Value Schools,14
4324,University of Pittsburgh at Bradford,Top Performers on Social Mobility,9
4325,University of Pittsburgh at Bradford,Top Public Schools,11
4326,University of Rochester,National Universities,34
4327,University of Rochester,Best Value Schools,22
4328,University of Rochester,Top Performers on Social Mobility,209
4329,University of Rochester,Best Undergraduate Engineering Programs,79
4330,University of Saint Francis,Regional Universities Midwest,65
4331,University of Saint Francis,Best Colleges for Veterans,43
4332,University of Saint Francis,Best Value Schools,41
4333,University of Saint Francis,Top Performers on Social Mobility,44
4334,University of San Diego,National Universities,88
4335,University of San Diego,Best Colleges for Veterans,56
4336,University of San Diego,Best Value Schools,63
4337,University of San Diego,Top Performers on Social Mobility,243
4338,University of San Diego,Best Undergraduate Engineering Programs,13
4339,University of Puerto Rico at Utuado,Top Performers on Social Mobility,85
4340,University of Sioux Falls ,Regional Universities Midwest,86
4341,University of Sioux Falls ,Top Performers on Social Mobility,58
4342,University of South Alabama,Regional Universities West,68
4343,University of South Alabama,Top Performers on Social Mobility,60
4344,University of South Alabama,Top Public Schools,32
4345,University of South Alabama,Best Undergraduate Engineering Programs,176
4346,University of South Carolina ,National Universities,118
4347,University of South Carolina ,Best Colleges for Veterans,81
4348,University of South Carolina ,Best Value Schools,178
4349,University of South Carolina ,Top Performers on Social Mobility,318
4350,University of South Carolina ,Top Public Schools,54
4351,University of South Carolina ,International Business,1
4352,University of South Carolina ,Best Undergraduate Engineering Programs,102
4353,University of South Carolina ,First-Year Experiences,3
4354,University of South Carolina Aiken,Regional Colleges South,12
4355,University of South Carolina Aiken,Best Colleges for Veterans,3
4356,University of South Carolina Aiken,Best Value Schools,19
4357,University of South Carolina Aiken,Top Performers on Social Mobility,36
4358,University of South Carolina Aiken,Top Public Schools,1
4359,University of South Carolina Aiken,Best Undergraduate Engineering Programs,192
4360,University of South Carolina Beaufort,Top Performers on Social Mobility,133
4361,University of South Carolina Upstate,Regional Colleges South,12
4362,University of South Carolina Upstate,Best Colleges for Veterans,3
4363,University of South Carolina Upstate,Top Performers on Social Mobility,13
4364,University of South Carolina Upstate,Top Public Schools,1
4365,University of South Dakota,National Universities,249
4366,University of South Dakota,Top Performers on Social Mobility,291
4367,University of South Dakota,Top Public Schools,121
4368,University of Southern California ,National Universities,24
4369,University of Southern California ,Best Colleges for Veterans,8
4370,University of Southern California ,Best Value Schools,60
4371,University of Southern California ,Top Performers on Social Mobility,161
4372,University of Southern California ,Accounting,8
4373,University of Southern California ,Entrepreneurship,10
4374,University of Southern California ,International Business,10
4375,University of Southern California ,Marketing,11
4376,University of Southern California ,Real Estate,4
4377,University of Southern California ,Best Undergraduate Engineering Programs Aerospace /Aeronautical / Astronautical Electrical / Electronic / Communications Industrial / Manufacturing,32
4378,University of Southern California ,Software Engineering,11
4379,University of Southern California ,Study Abroad,35
4380,University of Southern Indiana ,Regional Universities Midwest,98
4381,University of Southern Indiana ,Top Performers on Social Mobility,113
4382,University of Southern Indiana ,Top Public Schools,28
4383,University of Southern Indiana ,Best Undergraduate Engineering Programs,157
4384,University of Southern Maine,Top Performers on Social Mobility,80
4385,University of Southern Maine,Best Undergraduate Engineering Programs,123
4386,University of Southern Mississippi,Top Performers on Social Mobility,174
4387,University of South Florida,National Universities,103
4388,University of South Florida,Best Colleges for Veterans,68
4389,University of South Florida,Best Value Schools,71
4390,University of South Florida,Most Innovative Schools,68
4391,University of South Florida,Top Performers on Social Mobility,17
4392,University of South Florida,Top Public Schools,46
4393,University of South Florida,Best Undergraduate Engineering Programs,102
4394,University of the Ozarks,Regional Colleges South,5
4395,University of the Ozarks,Best Undergraduate Teaching,9
4396,University of the Ozarks,Best Value Schools,2
4397,University of the Ozarks,Most Innovative Schools,3
4398,University of the Ozarks,Top Performers on Social Mobility,27
4399,University of the Pacific,National Universities,133
4400,University of the Pacific,Best Colleges for Veterans,93
4401,University of the Pacific,Best Value Schools,53
4402,University of the Pacific,Top Performers on Social Mobility,36
4403,University of the Pacific,Best Undergraduate Engineering Programs,60
4404,University of the Sacred Heart,Top Performers on Social Mobility,26
4405,University of the Sacred Heart,Best Undergraduate Engineering Programs,118
4406,The University of the South,National Liberal Arts Colleges,47
4407,The University of the South,Best Value Schools,91
4408,The University of the South,Top Performers on Social Mobility,94
4409,University of the Virgin Islands,Regional Colleges South,36
4410,University of the Virgin Islands,Top Performers on Social Mobility,36
4411,University of the Virgin Islands,Top Public Schools,7
4412,University of the West,Top Performers on Social Mobility,61
4413,University of the Cumberlands,Top Performers on Social Mobility,237
4414,University of the District of Columbia,Top Performers on Social Mobility,59
4415,University of the District of Columbia,Historically Black Colleges and Universities,26
4416,University of the District of Columbia,Best Undergraduate Engineering Programs,176
4417,University of the Incarnate Word,National Universities,272
4418,University of the Incarnate Word,Top Performers on Social Mobility,44
4419,University of St. Thomas,National Universities,133
4420,University of St. Thomas,Best Colleges for Veterans,93
4421,University of St. Thomas,Top Performers on Social Mobility,278
4422,University of St. Thomas,Best Undergraduate Engineering Programs,33
4423,University of St. Thomas,Regional Universities West,18
4424,University of St. Thomas,Best Colleges for Veterans,11
4425,University of St. Thomas,Best Value Schools,5
4426,University of St. Thomas,Top Performers on Social Mobility,33
4427,University of Utah,National Universities,97
4428,University of Utah,Best Colleges for Veterans,63
4429,University of Utah,Best Value Schools,166
4430,University of Utah,Top Performers on Social Mobility,209
4431,University of Utah,Top Public Schools,40
4432,University of Utah,Entrepreneurship,10
4433,University of Utah,Best Undergraduate Engineering Programs,63
4434,University of Valley Forge,Regional Colleges North,33
4435,University of Valley Forge,Top Performers on Social Mobility,21
4436,University of Virginia,National Universities,26
4437,University of Virginia,Best Colleges for Veterans,10
4438,University of Virginia,Best Undergraduate Teaching,44
4439,University of Virginia,Best Value Schools,32
4440,University of Virginia,Most Innovative Schools,68
4441,University of Virginia,Top Performers on Social Mobility,318
4442,University of Virginia,Top Public Schools,4
4443,University of Virginia,Business Programs Accounting #10 Finance #3 Management #8 Marketing,7
4444,University of Virginia,Finance,10
4445,University of Virginia,Management,3
4446,University of Virginia,Marketing,8
4447,University of Virginia,Best Undergraduate Engineering Programs Biomedical,37
